CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
19-02-0001-46,19-005,ZACAPA,ESTANZUELA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,5TA. AVENIDA 04-00 ZONA 1 BARRIO ARRIBA,47629095,EDNA EDITH RAMIREZ CORDON,IVONNE HERENIA BORJA ROJAS DE COMAPA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA
19-02-0019-46,19-005,ZACAPA,ESTANZUELA,INSTITUTO NACIONAL DE EDUCACIсN DIVERSIFICADA,BARRIO ARRIBA,56433255,EDNA EDITH RAMIREZ CORDON,LESBIA ELIZABETH LсPEZ MиNDEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),ZACAPA
19-02-1188-46,19-005,ZACAPA,ESTANZUELA,INSTITUTO TECNOLOGICO POR COOPERATIVA DE ENSEяANZA,BARRIO LAS ROSITAS,79336167,EDNA EDITH RAMIREZ CORDON,EDGAR EFRAмN FAJARDO DE LA ROSA,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ZACAPA
19-03-0004-46,19-006,ZACAPA,RIO HONDO,INSTITUTO MIXTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEяANZA,BARRIO EL CENTRO,79330273,JORGE FRANCISCO ZABALETA MENDEZ,AURA ELIZABETH MORALES MARTINEZ DE MARIN,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA
19-03-0005-46,19-006,ZACAPA,RIO HONDO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA EL ROSARIO,79436725,JORGE FRANCISCO ZABALETA MENDEZ,JUANA SUCELLY SALDIVAR PERAZA,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-03-0015-46,19-007,ZACAPA,RIO HONDO,LIBERTY COLLEGE,ALDEA LLANO VERDE,55148021,JORGE FRANCISCO ZABALETA MENDEZ,MIRIAM CONSUELO CATAяEDA ORELLANA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-04-0029-46,19-008,ZACAPA,GUALAN,INSTITUTO NACIONAL DE EDUCACIсN DIVERSIFICADA,BARRIO LAS FLORES,33969274,BRENDA YANETH RAMOS LOPEZ DE SINTUJ,ANDREA YULIANA VELаSQUEZ ALDANA DE ROLDаN,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA
19-04-0052-46,19-008,ZACAPA,GUALAN,"COLEGIO PRIVADO MIXTO ""BETHANIA""",BARRIO LAS FLORES,79332709,BRENDA YANETH RAMOS LOPEZ DE SINTUJ,MELINA JUDITH MORALES LсPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-04-0064-46,19-009,ZACAPA,GUALAN,COLEGIO MIXTO PRIVADO MONSEяOR ANмBAL CASASOLA,RESIDENCIALES MOLIENDA BARRIO LAS FLORES,42818761,JENNIFER MARIA BARRIENTOS CHACON,ANA LEONOR GсMEZ SANCHEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA
19-04-0065-46,19-009,ZACAPA,GUALAN,"COLEGIO PARTICULAR MIXTO LUTERANO INTEGRAL ""LA RESURRECCIсN""",BARRIO LAS FLORES,79331330,JENNIFER MARIA BARRIENTOS CHACON,LUIS ALBERTO JASINTO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-04-0066-46,19-008,ZACAPA,GUALAN,"COLEGIO PRIVADO MIXTO ""BETHANIA""",BARRIO LAS FLORES,79332709,BRENDA YANETH RAMOS LOPEZ DE SINTUJ,EDELMIRA MAGALY PORTILLO ACEITUNO DE JUAREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA
19-04-0358-46,19-008,ZACAPA,GUALAN,LICEO SINAI,BARRIO LAS FLORES,42198222,BRENDA YANETH RAMOS LOPEZ DE SINTUJ,GENNY CAROLINA ORELLANA BOCANEGRA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA
19-04-1001-46,19-008,ZACAPA,GUALAN,LICEO SINAI (POR MADUREZ),BARRIO LAS FLORES,42198222,BRENDA YANETH RAMOS LOPEZ DE SINTUJ,ANDREA YULIANA VELаSQUEZ ALDANA DE ROLDаN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ZACAPA
19-04-1149-46,19-008,ZACAPA,GUALAN,INSTITUTO DIVERSIFICADO MUNICIPAL,BARRIO RIO HONDO,47922540,BRENDA YANETH RAMOS LOPEZ DE SINTUJ,DENNY ZULEMA JEANNETTE RAMмREZ CABRERA,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA
19-04-1263-46,19-008,ZACAPA,GUALAN,LICEO SINAI,BARRIO LAS FLORES,42198222,BRENDA YANETH RAMOS LOPEZ DE SINTUJ,ANDREA YULIANA VELаSQUEZ ALDANA DE ROLDаN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ZACAPA
19-05-0016-46,19-010,ZACAPA,TECULUTAN,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,1RA. AVE. ZONA 2,41509479,OSCAR OVIDIO FRANCO PAZ,GERSON ORLANDO DмAZ SаNCHEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA
19-05-0026-46,19-010,ZACAPA,TECULUTAN,COLEGIO MAYA TECULUTAN,ENTRADA PRINCIPAL A LA ALDEA LA PAZ,,OSCAR OVIDIO FRANCO PAZ,WANDA LILIANA AZURDIA GOMEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA
19-05-0028-46,19-010,ZACAPA,TECULUTAN,GETHSEMANE COLLEGE,CAMINO QUE CONDUCE HACIA LA ALDEA LA PAZ,41503049,OSCAR OVIDIO FRANCO PAZ,KATHY JOHANNA MORALES MANCILLA DE SALGUERO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ZACAPA
19-05-0030-46,19-010,ZACAPA,TECULUTAN,INSTITUTO BASICO Y BACHILLERATO POR MADUREZ JUAN PAZ,ALDEA SAN JOSE,33242598,OSCAR OVIDIO FRANCO PAZ,JUAN DE JESUS AGUSTIN PAZ,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DOMINICAL,ZACAPA
19-05-0038-46,19-010,ZACAPA,TECULUTAN,GETHSEMANE COLLEGE,CAMINO QUE CONDUCE HACIA LA ALDEA LA PAZ,41503049,OSCAR OVIDIO FRANCO PAZ,KATHY JOHANNA MORALES MANCILLA DE SALGUERO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-05-0045-46,19-010,ZACAPA,TECULUTAN,LICEO SAN FRANCISCO DE ASIS,5TA. AVENIDA 2DA. CALLE ZONA 1 BARRIO EL TRIANGULO,51857005,OSCAR OVIDIO FRANCO PAZ,RAзL ALEXANDER RAMмREZ MIRANDA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,ZACAPA
19-05-0046-46,19-010,ZACAPA,TECULUTAN,COLEGIO DE COMPUTACIсN DR. HиCTOR NERI CASTAяEDA CALDERсN,"3A. CALLE 7-71 ZONA 1, TECULUTаN TECULUTAN",53051479,OSCAR OVIDIO FRANCO PAZ,MARIO CASTAяEDA CORDсN,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA
19-05-0047-46,19-010,ZACAPA,TECULUTAN,GETHSEMANE COLLEGE,CAMINO QUE CONDUCE HACIA LA ALDEA LA PAZ,41503049,OSCAR OVIDIO FRANCO PAZ,KATHY JOHANNA MORALES MANCILLA DE SALGUERO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ZACAPA
19-05-0048-46,19-018,ZACAPA,TECULUTAN,CENTRO DE EDUCACIсN EXTRAESCOLAR,CASERмO LOS PUENTES,57124944,CARLOS EDUARDO ECHEVERRIA SOSA,BELSY MARLENE MAYORGA CATALаN DE SаNCHEZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ZACAPA
19-05-0049-46,19-010,ZACAPA,TECULUTAN,INSTITUTO DIVERSIFICADO POR COOPERATIVA DE ENSEяANZA,CASERIO SAN ANTONIO,58251849,OSCAR OVIDIO FRANCO PAZ,EDGAR FERNANDO VARGAS PAZ,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA
19-05-0050-46,19-010,ZACAPA,TECULUTAN,"COLEGIO DE INNOVACIсN Y APRENDIZAJE TECULUTаN ""CIAT""",CAMINO QUE CONDUCE HACIA ALDEA LA PAZ TECULUTаN,36079668,OSCAR OVIDIO FRANCO PAZ,REGINALDA AZUCENA CORDсN GARCмA DE SOSA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DOMINICAL,ZACAPA
19-05-0051-46,19-010,ZACAPA,TECULUTAN,"COLEGIO DE INNOVACIсN Y APRENDIZAJE TECULUTаN ""CIAT""",CAMINO QUE CONDUCE HACIA ALDEA LA PAZ TECULUTаN,36079668,OSCAR OVIDIO FRANCO PAZ,REGINALDA AZUCENA CORDсN GARCмA DE SOSA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ZACAPA
19-05-0343-46,19-010,ZACAPA,TECULUTAN,COLEGIO DE COMPUTACION DR. HECTOR NERI CASTAяEDA CALDERON,3A. CALLE 7-71 ZONA 1,53051479,OSCAR OVIDIO FRANCO PAZ,MARIO CASTAяEDA CORDсN,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA
19-05-1080-46,19-010,ZACAPA,TECULUTAN,"COLEGIO EVANGELICO MIXTO BILINGэE ""MONTE SION""",LOTIFICACION LA MAQUINA,56918447,OSCAR OVIDIO FRANCO PAZ,NOEL ANTONIO GRаVEZ FRANO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA
19-06-0005-46,19-011,ZACAPA,USUMATLAN,"INSTITUTO MIXTO POR COOPERATIVA DE DIVERSIFICADO ""LICENCIADO DAVID ESTUARDO RAMOS AVILES""",ALDEA EL JUTE,52029954,FLOR DE MARIA MORALES CASTAяEDA,REYNA ISABEL CRUZ REYES,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA
19-06-0008-46,19-011,ZACAPA,USUMATLAN,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,USUMATLAN,42736525,FLOR DE MARIA MORALES CASTAяEDA,LUIS ALBERTO MARROQUмN RECINOS,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA
19-07-0004-46,19-012,ZACAPA,CABAяAS,INSTITUTO NACIONAL DE EDUCACIсN DIVERSIFICADA,BARRIO SAN PEDRO,79419366,LUIS ENRIQUE ARCHILA CASTRO,ESTUARDO ALBERTO CATALаN MARTмNEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA
19-07-0019-46,19-012,ZACAPA,CABAяAS,LICEO MIXTO EBENEZER,"BARRIO SAN SEBASTIAN,",41300376,LUIS ENRIQUE ARCHILA CASTRO,AMANDA SUCELI RUIZ VIDAL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ZACAPA
19-07-0021-46,19-012,ZACAPA,CABAяAS,LICEO MIXTO EBENEZER,BARRIO SAN SEBASTIаN,41300376,LUIS ENRIQUE ARCHILA CASTRO,AMANDA SUCELI RUIZ VIDAL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ZACAPA
19-07-0024-46,19-012,ZACAPA,CABAяAS,INSTITUTO DIVERSIFICADO POR COOPERATIVA,BARRIO EL AMATE,79419096,LUIS ENRIQUE ARCHILA CASTRO,EDWIN ERNESTO FIGUEROA PEяA,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ZACAPA
19-07-0808-46,19-012,ZACAPA,CABAяAS,INSTITUTO DIVERSIFICADO POR COOPERATIVA,BARRIO EL AMATE,79419096,LUIS ENRIQUE ARCHILA CASTRO,EDWIN ERNESTO FIGUEROA PEяA,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA
19-08-0003-46,19-013,ZACAPA,SAN DIEGO,INSTITUTO NACIONAL DE EDUCACIсN DIVERSIFICADA,BARRIO EL CENTRO,79383361,HARY EMMANUEL RAMIREZ VIDAL,MARмA ESTHER ACEITUNO GARCмA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA
19-08-0011-46,19-013,ZACAPA,SAN DIEGO,INSTITUTO NACIONAL DE EDUCACIсN DIVERSIFICADA,BARRIO EL CENTRO,47838866,HARY EMMANUEL RAMIREZ VIDAL,NOи NEHEMмAS MARTмNEZ LсPEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),ZACAPA
19-08-0890-46,19-013,ZACAPA,SAN DIEGO,INSTITUTO DIVERSIFICADO POR COOPERATIVA PROF. CARLOS ROBERTO DONIS OSORIO,BARRIO EL CENTRO,79383068,HARY EMMANUEL RAMIREZ VIDAL,NERY EFRAIN MOSCOSO LEMUS,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA
19-09-0008-46,19-014,ZACAPA,LA UNION,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO NUEVO,79418174,WILBER OBDULIO MEJIA SUCHITE,CELBIN RUDY CARBAJAL ESTEVEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA
19-09-0034-46,19-026,ZACAPA,LA UNION,LICEO PARTICULAR MIXTO JIREH,BARRIO NUEVO,79418369,BERTA ALICIA LEIVA CORDON DE GARCIA,ANA MARмA CUELLAR GUERRA DE RAMмREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ZACAPA
19-09-0037-46,19-026,ZACAPA,LA UNION,"LICEO PARTICULAR MIXTO ""JIREH""",BARRIO NUEVO,79418369,BERTA ALICIA LEIVA CORDON DE GARCIA,ANA MARмA CUELLAR GUERRA DE RAMмREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ZACAPA
19-09-0040-46,19-026,ZACAPA,LA UNION,LICEO PARTICULAR MIXTO JIREH,BARRIO NUEVO,79418369,BERTA ALICIA LEIVA CORDON DE GARCIA,ANA MARмA CUELLAR GUERRA DE RAMмREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
19-09-0902-46,19-026,ZACAPA,LA UNION,LICEO PARTICULAR MIXTO JIREH (POR MADUREZ),BARRIO NUEVO,79418369,BERTA ALICIA LEIVA CORDON DE GARCIA,ANA MARмA CUELLAR GUERRA DE RAMмREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ZACAPA
19-10-0013-46,19-016,ZACAPA,HUITE,INSTITUTO DIVERSIFICADO,BARRIO BUENOS AIRES,31863599,WENDER HUMBERTO MATEO NAJERA,ERIC MANUEL PиREZ AGUILAR,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),ZACAPA
19-10-1009-46,19-016,ZACAPA,HUITE,INSTITUTO MIXTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEяANZA,BARRIO EL CAMPO,55958103,WENDER HUMBERTO MATEO NAJERA,ROBIDIO PORTILLO SALGUERO,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA
19-11-0018-46,19-020,ZACAPA,SAN JORGE,INSTITUTO MIXTO DE EDUCACIсN DIVERSIFICADA POR COOPERATIVA,BARRIO EL CENTRO,41447589,ALBA LUZ MENDEZ,VICTOR HUGO GUERRA MONROY,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA
