CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
13-06-0055-46,13-016,HUEHUETENANGO,SAN PEDRO NECTA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA EL TZALAY,49595406,SAзL EDUARDO MORALES MEJмA,MARIA ELENA LOPEZ HERNANDEZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO
13-06-0061-46,13-017,HUEHUETENANGO,SAN PEDRO NECTA,CENTRO EDUCATIVO MAYA SOCIAL PARTICULAR B╢ELAJ N╢OJ,ALDEA HUIXOC,40558094,HUGO ROBERTO RAMIREZ RUмZ,FREDDY ELPIDIO AGUIRRE HERRERA,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO
13-06-0065-46,13-017,HUEHUETENANGO,SAN PEDRO NECTA,LICEO PREUNIVERSITARIO MIXTO DEL VALLE,ALDEA EL PALMAR,57612234,HUGO ROBERTO RAMIREZ RUмZ,VILMA JUDITH NAVICHOQUE RECINOS DE CASTILLO,DIVERSIFICADO,COOPERATIVA,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO
13-06-0066-46,13-016,HUEHUETENANGO,SAN PEDRO NECTA,"COLEGIO MIXTO ""LA CONCORDIA""",CABECERA MUNICIPAL,50483080,SAзL EDUARDO MORALES MEJмA,FRANCISCO ANTONIO CASTILLO CAMPOSECO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,HUEHUETENANGO
13-06-0071-46,13-017,HUEHUETENANGO,SAN PEDRO NECTA,"COLEGIO PRIVADO MIXTO ""HISPANOAMERICANO""",ALDEA MICHICOY,53887063,HUGO ROBERTO RAMIREZ RUмZ,JORGE MиNDEZ GARCмA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,BILINGUE,DOBLE,FIN DE SEMANA,HUEHUETENANGO
13-06-5758-46,13-016,HUEHUETENANGO,SAN PEDRO NECTA,COLEGIO EVANGELICO MIXTO GETSEMANI,"SAN PEDRO NECTA, HUEHUETENANGO",77918301,SAзL EDUARDO MORALES MEJмA,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO
13-06-6072-46,13-016,HUEHUETENANGO,SAN PEDRO NECTA,INSTITUTO PRIVADO MIXTO 'SAMPEDRANO',CANTON EL LLANO,44955412,SAзL EDUARDO MORALES MEJмA,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO
13-06-6756-46,13-016,HUEHUETENANGO,SAN PEDRO NECTA,COLEGIO EVANGиLICO MIXTO GETSEMANм,CABECERA MUNICIPAL,77226921,SAзL EDUARDO MORALES MEJмA,EMIGDIO GUDIEL RAMOS LсPEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),HUEHUETENANGO
13-06-7127-46,13-016,HUEHUETENANGO,SAN PEDRO NECTA,COLEGIO INTEGRAL EMPRESARIAL SAMPEDRANO POR MADUREZ,CABECERA MUNICIPAL,47265892,SAзL EDUARDO MORALES MEJмA,IRмS LUCмA CIFUENTES MAZARIEGOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,HUEHUETENANGO
13-07-0016-46,13-051,HUEHUETENANGO,JACALTENANGO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CABECERA MUNICIPAL,48187061,SEBASTIаN PRUDENCIO HERNаNDEZ CаRDENAS,CANDELARIA ODILIA SILVESTRE MONTEJO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO
13-07-0027-46,13-051,HUEHUETENANGO,JACALTENANGO,LICEO MIXTO PRIVADO CAMPOSECO,CANTON EL LLANO,77226326,SEBASTIаN PRUDENCIO HERNаNDEZ CаRDENAS,GILDA ANGиLICA CAMPOSECO D.,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO
13-07-0028-46,13-051,HUEHUETENANGO,JACALTENANGO,LICEO MIXTO PRIVADO CAMPOSECO,CANTON EL LLANO,77226326,SEBASTIаN PRUDENCIO HERNаNDEZ CаRDENAS,MANUEL DOMINGO CARDONA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),HUEHUETENANGO
13-07-0029-46,13-051,HUEHUETENANGO,JACALTENANGO,LICEO MIXTO PRIVADO CAMPOSECO,CANTON EL LLANO,46498214,SEBASTIаN PRUDENCIO HERNаNDEZ CаRDENAS,GILBERTO APARICIO CAMPOSECO HERNаNDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,HUEHUETENANGO
13-07-0036-46,13-051,HUEHUETENANGO,JACALTENANGO,ASOCIACION DE MAESTROS DE EDUCACION RURAL DE GUATEMALA -AMERG-,ALDEA CHEJBAL,53013050,SEBASTIаN PRUDENCIO HERNаNDEZ CаRDENAS,JESUS NATIVIDAD MONTEJO QUIяONEZ,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,HUEHUETENANGO
13-07-0039-46,13-051,HUEHUETENANGO,JACALTENANGO,INSTITUTO MIXTO COMUNITARIO DE EDUCACION BILINGUE INTERCULTURAL QANIL,ALDE EL LIMONAR,0,SEBASTIаN PRUDENCIO HERNаNDEZ CаRDENAS,MARIA ADICELA SILVESTRE DOMINGO,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,BILINGUE,DOBLE,FIN DE SEMANA,HUEHUETENANGO
13-07-0041-46,13-051,HUEHUETENANGO,JACALTENANGO,INSTITUTO MIXTO COMUNITARIO DE EDUCACION BILINGUE INTERCULTURA LA ASUNCION,ALDEA TZISBAJ,57220119,SEBASTIаN PRUDENCIO HERNаNDEZ CаRDENAS,ENRIQUE ARISMENDY CASTILLO JIMиNEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO
13-07-0043-46,13-051,HUEHUETENANGO,JACALTENANGO,INSTITUTO MIXTO COMUNITARIO DE EDUCACION BILINGUE INTERCULTURAL AL DESPERTAR,SAN MARCOS HUISTA,30568826,SEBASTIаN PRUDENCIO HERNаNDEZ CаRDENAS,FEBE ISIDORA JOSи PиREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO
13-07-0045-46,13-051,HUEHUETENANGO,JACALTENANGO,ASOCIACIсN DE MAESTROS DE EDUCACIсN RURAL DE GUATEMALA -AMERG-,ALDEA CHEJBAL,40839394,SEBASTIаN PRUDENCIO HERNаNDEZ CаRDENAS,JESзS ERNESTO HERNаNDEZ ROS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO
13-07-0046-46,13-018,HUEHUETENANGO,JACALTENANGO,INSTITUTO MIXTO B`ALUNH Q`ANA,CANTсN SAN SEBASTIаN,77632581,SEBASTIаN PRUDENCIO HERNаNDEZ CаRDENAS,GREGORIO DELGADO CARDENAS,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO
13-07-0047-46,13-051,HUEHUETENANGO,JACALTENANGO,"LICEO MIXTO ""JACALTECO""",CANTсN PARROQUIA,30105278,SEBASTIаN PRUDENCIO HERNаNDEZ CаRDENAS,UBALDO VIDAL MATEO HERNаNDEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO
13-07-0048-46,13-051,HUEHUETENANGO,JACALTENANGO,"INSITUTO MIXTO COMUNITARIO DE EDUCACIсN BILINGэE INTERCULTURAL ""Q╢ANIL""",ALDEA EL LIMONAR,58095698,SEBASTIаN PRUDENCIO HERNаNDEZ CаRDENAS,EDITH NOHEMм DOMINGO DOMINGO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO
13-07-0049-46,13-051,HUEHUETENANGO,JACALTENANGO,"INSTITUTO MIXTO ""LA LAGUNA DE LAS FLORES""",ALDEA LA LAGUNA,46675152,SEBASTIаN PRUDENCIO HERNаNDEZ CаRDENAS,JOSи ALBERTO CASTILLO HURTADO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO
13-07-0053-46,13-051,HUEHUETENANGO,JACALTENANGO,"COLEGIO PRIVADO MIXTO ""SAN JOSи TZISBAJ""",ALDEA TZISBAJ,50315824,SEBASTIаN PRUDENCIO HERNаNDEZ CаRDENAS,JESзS BENIGNO DOMINGO DмAZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO
13-07-0054-46,13-051,HUEHUETENANGO,JACALTENANGO,LICEO PRIVADO MIXTO INTERCULTURAL DE OCCIDENTE,ALDEA BUXUP,33468963,SEBASTIаN PRUDENCIO HERNаNDEZ CаRDENAS,RAMсN AMILCAR FELIPE SILVESTRE,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO
13-07-0055-46,13-051,HUEHUETENANGO,JACALTENANGO,"INSTITUTO PRIVADO MIXTO DIVERSIFICADO ""JACALTENANGO""",CANTсN SAN SEBASTIаN,55273723,SEBASTIаN PRUDENCIO HERNаNDEZ CаRDENAS,ISIDORA QUIяONEZ MONTEJO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO
13-07-0056-46,13-051,HUEHUETENANGO,JACALTENANGO,"INSTITUTO PRIVADO MIXTO DIVERSIFICADO ""JACALTENANGO""",CANTсN SAN SEBASTIаN,59851269,SEBASTIаN PRUDENCIO HERNаNDEZ CаRDENAS,ISIDORA QUIяONEZ MONTEJO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),HUEHUETENANGO
13-07-0063-46,13-051,HUEHUETENANGO,JACALTENANGO,"INSTITUTO PRIVADO MIXTO DIVERSIFICADO ""JACALTENANGO""",CANTсN SAN SEBASTIAN,59851269,SEBASTIаN PRUDENCIO HERNаNDEZ CаRDENAS,MARмA SALOMи ROS SаNCHEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,HUEHUETENANGO
13-07-0064-46,13-051,HUEHUETENANGO,JACALTENANGO,"INSTITUTO PRIVADO MIXTO DIVERSIFICADO ""JACALTENANGO""",CANTсN SAN SEBASTIAN,59851269,SEBASTIаN PRUDENCIO HERNаNDEZ CаRDENAS,MARмA SALOMи ROS SаNCHEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,HUEHUETENANGO
13-07-0066-46,13-051,HUEHUETENANGO,JACALTENANGO,"CENTRO EDUCATIVO COMUNITARIO ""SAN JOSи TZISBAJ""","CANTсN PARROQUIA, ALDEA TZISBAJ",50601736,SEBASTIаN PRUDENCIO HERNаNDEZ CаRDENAS,JESзS BENIGNO DOMINGO DмAZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO
13-07-0067-46,13-051,HUEHUETENANGO,JACALTENANGO,INSTITUTO NACIONAL DE EDUCACIсN DIVERSIFICADA,CANTсN SAN SEBASTIаN,30156980,SEBASTIаN PRUDENCIO HERNаNDEZ CаRDENAS,JUAN EDMUNDO DмAZ DELAGADO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),HUEHUETENANGO
13-07-0068-46,13-060,HUEHUETENANGO,JACALTENANGO,CENTRO DE EDUCACIсN EXTRAESCOLAR CEEX,CABECERA MUNICIPAL,32124222,AROLDO HOSBERI SOSA LсPEZ,ADELAIDA MARмA HURTADO LсPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,HUEHUETENANGO
13-07-0071-46,13-051,HUEHUETENANGO,JACALTENANGO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA SAN MARCOS HUISTA,58805828,SEBASTIаN PRUDENCIO HERNаNDEZ CаRDENAS,ANDRиS ROLANDO RAMмREZ MATEO,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO
13-07-0433-46,13-051,HUEHUETENANGO,JACALTENANGO,INSTITUTO MIXTO B ALUNH Q ANA,CANTON SAN SEBASTIAN,77632533-77632581,SEBASTIаN PRUDENCIO HERNаNDEZ CаRDENAS,SEBASTIаN PRUDENCIO HERNаNDEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,BILINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO
13-07-6385-46,13-051,HUEHUETENANGO,JACALTENANGO,INSTITUTO PRIVADO MIXTO DIVERSIFICADO JACALTENANGO,CANTсN SAN SEBASTIаN,55273723,SEBASTIаN PRUDENCIO HERNаNDEZ CаRDENAS,ISIDORA QUIясNEZ MONTEJO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO
13-07-6871-46,13-051,HUEHUETENANGO,JACALTENANGO,LICEO MIXTO PRIVADO CAMPOSECO,CANTON LLANO,46498214,SEBASTIаN PRUDENCIO HERNаNDEZ CаRDENAS,GILBERTO APARICIO CAMPOSECO HERNANDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO
13-07-6872-46,13-051,HUEHUETENANGO,JACALTENANGO,LICEO MIXTO PRIVADO CAMPOSECO,CANTON LLANO,58405294,SEBASTIаN PRUDENCIO HERNаNDEZ CаRDENAS,GILBERTO APARICIO CAMPOSECO HERNаNDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,HUEHUETENANGO
13-08-0020-46,13-021,HUEHUETENANGO,SAN PEDRO SOLOMA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CABECERA MUNICIPAL,,ROMEO MONTEJO DмAZ,---,DIVERSIFICADO,OFICIAL,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO
13-08-0042-46,13-020,HUEHUETENANGO,SAN PEDRO SOLOMA,COLEGIO JUAN JACOBO ROUSSEAU,"BARRIO ESQUIPULAS, ZONA 6",77806985,ROMEO MONTEJO DмAZ,MARVIN GERARDO MIGUEL MONTEJO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO
13-08-0045-46,13-020,HUEHUETENANGO,SAN PEDRO SOLOMA,"INSTITUTO PARTICULAR MIXTO INTERCULTURAL ""CIENCIA Y DESARROLLO""","BARRIO ESQUIPULAS, ZONA 6",77806985,ROMEO MONTEJO DмAZ,ROSALмO TELEGUARIO MAGZUL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,HUEHUETENANGO
13-08-0046-46,13-020,HUEHUETENANGO,SAN PEDRO SOLOMA,INSTITUTO NORMAL MIXTO PRIVADO,"BARRIO EL CARMEN, ZONA 2",77719364,ROMEO MONTEJO DмAZ,RONY GEPCER CANO CASTELLANOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO
13-08-0047-46,13-020,HUEHUETENANGO,SAN PEDRO SOLOMA,INSTITUTO PARTICULAR MIXTO INTERCULTURAL CIENCIA Y DESARROLLO,BARRIO ESQUIPULAS ZONA 6,77800698,ROMEO MONTEJO DмAZ,ROSALмO TELEGUARIO MAGZUL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,HUEHUETENANGO
13-08-0049-46,13-020,HUEHUETENANGO,SAN PEDRO SOLOMA,LICEO TиCNICO LIBERADOR KAROL WOJTILA,BARRIO QUISISм,30108838,ROMEO MONTEJO DмAZ,ISABEL CASTAяEDA JUAN,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO
13-08-0053-46,13-020,HUEHUETENANGO,SAN PEDRO SOLOMA,INSTITUTO PARTICULAR MIXTO INTERCULTURAL CIENCIA Y DESARROLLO,BARRIO ESQUIPULAS,77806985,ROMEO MONTEJO DмAZ,ROSALмO TELEGUARIO MAGZUL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO
13-08-0055-46,13-020,HUEHUETENANGO,SAN PEDRO SOLOMA,"COLEGIO LICEO TиCNICO LIBERADOR ""KAROL WOJTILA""",BARRIO COTZAN,30108838,ROMEO MONTEJO DмAZ,ISABEL CASTAяEDA JUAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,HUEHUETENANGO
13-08-0058-46,13-020,HUEHUETENANGO,SAN PEDRO SOLOMA,"COLEGIO LICEO TиCNICO LIBERADOR ""KAROL WOJTILA""",BARRIO COTZAN,30108838,ROMEO MONTEJO DмAZ,ISABEL CASTAяEDA JUAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,HUEHUETENANGO
13-08-0059-46,13-020,HUEHUETENANGO,SAN PEDRO SOLOMA,"COLEGIO PARROQUIAL ""SAN PEDRO""",BARRIO EL CENTRO SAN PEDRO SOLOMA,59970472,ROMEO MONTEJO DмAZ,MARмA TRINIDAD MATмAS ANTONIO DE CALMO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO
13-08-4989-46,13-020,HUEHUETENANGO,SAN PEDRO SOLOMA,INSTITUTO NORMAL MIXTO PRIVADO,BARRIO EL CARMEN,41332770,ROMEO MONTEJO DмAZ,ENRIQUE MATEO FRANCISCO ANDRиS,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,BILINGUE,DOBLE,DIARIO(REGULAR),HUEHUETENANGO
13-08-7124-46,13-020,HUEHUETENANGO,SAN PEDRO SOLOMA,INSTITUTO PARTICULAR MIXTO INTERCULTURAL CIENCIA Y DESARROLLO,"BARRIO ESQUIPULAS, ZONA 6",77806985,ROMEO MONTEJO DмAZ,ROSALIO TELEGUARIO MAGZUL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO
13-08-7128-46,13-020,HUEHUETENANGO,SAN PEDRO SOLOMA,INSTITUTO PARTICULAR MIXTO INTERCULTURAL CIENCIA Y DESARROLLO,"BARRIO ESQUIPULAS, ZONA 6",77806985,ROMEO MONTEJO DмAZ,ROSALIO TELEGUARIO MAGZUL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,HUEHUETENANGO
13-09-0004-46,13-022,HUEHUETENANGO,SAN ILDEFONSO IXTAHUACAN,"COLEGIO PRIVADO MIXTO ""NUEVO HORIZONTE""",CABECERA MUNICIPAL,57811883,SAYLER RENи PиREZ HERNаNDEZ,MIGUEL ANGEL MARTINEZ HERRERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,HUEHUETENANGO
13-09-0045-46,13-022,HUEHUETENANGO,SAN ILDEFONSO IXTAHUACAN,COLEGIO PRIVADO MIXTO PREUNIVERSITARIO CIENTIFICO INTEGRAL,SAN ILDEFONSO IXTAHUACAN,77228855,SAYLER RENи PиREZ HERNаNDEZ,JOSE VINICIO PEREZ HERRERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO
13-09-0046-46,13-022,HUEHUETENANGO,SAN ILDEFONSO IXTAHUACAN,"COLEGIO EVANGиLICO MIXTO PRIVADO ""EMANUEL""",CABECERA MUNICIPAL,57548166,SAYLER RENи PиREZ HERNаNDEZ,SAYLER RENи PиREZ HERNаNDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO
13-09-0049-46,13-022,HUEHUETENANGO,SAN ILDEFONSO IXTAHUACAN,"INSTITUTO DE EDUCACIсN DIVERSIFICADA POR COOPERATIVA DE ENSEяANZA BILINGэE INTERCULTURAL KAWIL KYE KOJB╢IL""","CASERмO CHEJOJ, ALDEA VEGA DE SAN MIGUEL",57379437,SAYLER RENи PиREZ HERNаNDEZ,FRANCISCA ORTIZ ORDOяEZ,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO
13-09-0055-46,13-022,HUEHUETENANGO,SAN ILDEFONSO IXTAHUACAN,"LICEO PRIVADO MIXTO ""EL SHADDAI""",CABECERA MUNICIPAL,58852941,SAYLER RENи PиREZ HERNаNDEZ,ALVIN EMANUEL RAMOS RIVERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO
13-09-0059-46,13-022,HUEHUETENANGO,SAN ILDEFONSO IXTAHUACAN,LICEO PRIVADO MIXTO EDNA EDITH HERRERA VILLATORO,CABECERA MUNICIPAL,46601037,SAYLER RENи PиREZ HERNаNDEZ,JOSи VINICIO PиREZ HERRERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,HUEHUETENANGO
13-09-0060-46,13-022,HUEHUETENANGO,SAN ILDEFONSO IXTAHUACAN,LICEO PRIVADO MIXTO EDNA EDITH HERRERA VILLATORO,CABECERA MUNICIPAL,46601037,SAYLER RENи PиREZ HERNаNDEZ,JOSи VINICIO PиREZ HERRERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,HUEHUETENANGO
13-09-0061-46,13-022,HUEHUETENANGO,SAN ILDEFONSO IXTAHUACAN,"COLEGIO EVANGиLICO PRIVADO MIXTO ""NUEVO HORIZONTE""",CABECERA MUNICIPAL,33370931,SAYLER RENи PиREZ HERNаNDEZ,JUAN JOSи RAMмREZ LсPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO
13-09-0064-46,13-022,HUEHUETENANGO,SAN ILDEFONSO IXTAHUACAN,COLEGIO PRIVADO MIXTO PREUNIVERSITARIO CIENTмFICO INTEGRAL,CABECERA MUNICIPAL,77228691,SAYLER RENи PиREZ HERNаNDEZ,JOSи VINICIO PиREZ HERRERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO
13-09-0066-46,13-022,HUEHUETENANGO,SAN ILDEFONSO IXTAHUACAN,"COLEGIO EVANGиLICO MIXTO PRIVADO ""EMANUEL""",CABECERA MUNICIPAL,57548166,SAYLER RENи PиREZ HERNаNDEZ,SAYLER RENи PиREZ HERNаNDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,HUEHUETENANGO
13-09-0067-46,13-022,HUEHUETENANGO,SAN ILDEFONSO IXTAHUACAN,"LICEO PRIVADO MIXTO ""GARNETT""",CABECERA MUNICIPAL,77904409,SAYLER RENи PиREZ HERNаNDEZ,ALVIN EMANUEL RAMOS RIVERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO
13-09-1582-46,13-022,HUEHUETENANGO,SAN ILDEFONSO IXTAHUACAN,INSTITUTO NORMAL MIXTO PRIVADO 'AJPON',SAN ILDEFONSO,77228643,SAYLER RENи PиREZ HERNаNDEZ,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO
13-10-0040-46,13-037,HUEHUETENANGO,SANTA BARBARA,"LICEO PRIVADO MIXTO ""MONTE HOREB""",CABECERA MUNICIPAL,57788596,PEDRO CLEMENTINO GсMEZ GсMEZ,VмCTOR EZEQUIEL PиREZ GсMEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,HUEHUETENANGO
13-11-0053-46,13-023,HUEHUETENANGO,LA LIBERTAD,LICEO JAPONES,CABECERA MUNICIPAL,53874388,OSBIN NAARY GARCмA,MARIO GUILLERMO ALVARADO FERNANDEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO
13-11-0057-46,13-024,HUEHUETENANGO,LA LIBERTAD,CENTRO EDUCATIVO COMUNITARIO ADVENTISTA SINAI,ALDEA EL CHALUM,59966686,OSBIN NAARY GARCмA,ESAU MATIAS HERRERA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO
13-11-0060-46,13-023,HUEHUETENANGO,LA LIBERTAD,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,"COLONIA NUEVA, CABECERA MUNICIPAL",50421916,OSBIN NAARY GARCмA,CиSAR JOSUи DE LEсN RECINOS,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO
13-11-0068-46,13-023,HUEHUETENANGO,LA LIBERTAD,"COLEGIO PRIVADO MIXTO ""LIBERTENSE""",CABECERA MUNICIPAL,53393921,OSBIN NAARY GARCмA,OSBIN NAARY GARCмA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,HUEHUETENANGO
